"Year","HS Code","HS Description","Destination","Quantity","Unit","Net Mass (Kg)","FOB Value (ETB)","FOB Value (USD)"
"2000","41090000","Patent leather and patent laminated leather; metallized leather","Czechoslovakia","","","686.0","270517.0","32920.42"
"2000","12079900","Other oil seeds and oleaginous fruits, nes","United Germany","","","53856.0","262173.0","31905.01"
"2000","52042000","Cotton sewing thread, put up for retail sale","Switzerland","","","12015.0","255829.0","31132.98"
"2000","52082900","Bleached woven cotton fabrics, nes, with >=85% cotton","Turkey","","","30250.0","255731.0","31121.05"
"2000","52042000","Cotton sewing thread, put up for retail sale","Italy","","","10815.0","254109.0","30923.66"
"2000","25151200","Marble and travertine merely cut into a square or rectangular shape","Taiwan Province of China","","","70632.0","247394.0","30106.48"
"2000","09011100","Coffee, not roasted or decaffeinated","Bulgaria","","","18000.0","247324.0","30097.96"
"2000","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Japan","","","18634.0","235119.0","28612.68"
"2000","63022100","Printed bed-linen of cotton (excl. Knitted or crocheted)","United Germany","","","7700.0","227062.0","27632.19"
"2000","07133300","Dried kidney beans, incl. White pea beans, shelled","Lebanon","","","79200.0","221417.0","26945.23"
"2000","06031000","Fresh cut flowers and buds","United Arab Emirates","","","10977.0","216250.0","26316.43"
"2000","11029000","Other cereal flour, nes","Djibouti","","","84735.0","215478.0","26222.48"
"2000","41090000","Patent leather and patent laminated leather; metallized leather","Netherlands","","","2247.0","211572.0","25747.14"
"2000","09101000","Ginger","Saudi Arabia","","","35500.0","211336.0","25718.42"
"2000","97050000","Collections and collector's pieces of zoological... Interest","United States","","","13457.0","209528.0","25498.4"
"2000","41051900","Sheep or lamb skin leather, (excl. Further prepared), nes","France","","","768.0","199341.0","24258.7"
"2000","62149000","Shawls, scarves, mufflers, mantillas, veils, etc, of other textiles, nes","Yemen","10001.0","No.","7195.0","196205.0","23877.06"
"2000","20071000","Jams, fruit jellies, marmalades, etc, homogenized","Uganda","","","400.0","192298.0","23401.6"
"2000","52082900","Bleached woven cotton fabrics, nes, with >=85% cotton","United States","","","9398.0","192003.0","23365.7"
"2000","12074000","Sesamum seeds","Italy","","","33524.0","190710.0","23208.35"
"2000","14049000","Vegetable products, nes","Switzerland","","","626.0","176544.0","21484.43"
"2000","14049000","Vegetable products, nes","United Arab Emirates","","","665.0","175269.0","21329.27"
"2000","61091000","T-shirts, singlets and other vests, of cotton, knitted or crocheted","United States","36288.0","No.","3568.0","173869.0","21158.9"
"2000","07131000","Dried peas, shelled","Djibouti","","","46625.0","173783.0","21148.43"
"2000","09102000","Saffron","Sudan","","","30000.0","172841.0","21033.79"
"2000","08072000","Papaws (papayas), fresh","Djibouti","","","103210.0","169626.0","20642.55"
"2000","10070000","Grain sorghum","Yemen","","","79903.0","167640.0","20400.86"
"2000","52082900","Bleached woven cotton fabrics, nes, with >=85% cotton","France","","","7172.0","164962.0","20074.96"
"2000","12101000","Hop cones (excl. Ground, powdered or pellets), fresh or dried","Djibouti","","","12873.0","160744.0","19561.66"
"2000","41031000","Hides and skins of goats or kids, fresh or preserved, not tanned","Hong Kong","","","1864.0","160394.0","19519.06"
"2000","41079000","Leather of animals, nes","Singapore","","","3563.0","157536.0","19171.26"
"2000","74040000","Copper waste and scrap","Djibouti","","","30000.0","157176.0","19127.45"
"2000","13019000","Natural gums,resins,gum-resins,natural oleor'ins/balsams (excl. Gumarabi","Israel","","","9209.0","153887.0","18727.2"
"2000","68022100","Marble, travertine, alabaster, cut/sawn, with flat/even surface","France","","","19500.0","153654.0","18698.84"
"2000","25151200","Marble and travertine merely cut into a square or rectangular shape","Italy","","","17760.0","152704.0","18583.23"
"2000","07135000","Dried broad beans and horse beans, shelled","Djibouti","","","47091.0","152429.0","18549.77"
"2000","08052000","Mandarins, clementines, wilkings...etc, fresh or dried","Djibouti","","","73425.0","151498.0","18436.47"
"2000","09012100","Roasted coffee, not decaffeinated","United Germany","","","5500.0","150919.0","18366.01"
"2000","09093000","Seeds of cumin","United States","","","15000.0","146692.0","17851.61"
"2000","05111000","Bovine semen","Sweden","","","20.0","146630.0","17844.06"
"2000","41090000","Patent leather and patent laminated leather; metallized leather","France","","","418.0","142987.0","17400.73"
"2000","14049000","Vegetable products, nes","Israel","","","580.0","141562.0","17227.31"
"2000","22041000","Champagne and sparkling wine","United States","8064.0","Lit.","13440.0","140888.92","17145.4"
"2000","09083000","Cardamoms","Yemen","","","5900.0","140072.0","17045.99"
"2000","05100090","--- ambergris ,castoreum,civet and musk;cantharides ;etc","Korea, Republic Of","","","20.0","139628.0","16991.96"
"2000","87013000","Track-laying tractors","Djibouti","2.0","No.","7460.0","139196.0","16939.38"
