"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2015","01","3052 505","61091000","T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED","United States","161652.0","UN","20809.0","18722.0","5087199.61","244788.740737176","0.0","0.0"
"2015","01","1000 100","01061300","--CAMELS & OTHER CAMELIDS (CAMELIDAE)","Egypt","288.0","UN","122976.5","122976.5","5055546.6","243265.643345203","0.0","0.0"
"2015","01","1000 100","19059020","---Fresh Injera","United Arab Emirates","","","162575.0","154712.0","5042034.78","242615.473967857","0.0","0.0"
"2015","01","3052 505","63022100","Printed bed-linen of cotton (excl. knitted or crocheted)","Germany","50000.0","UN","46770.0","43618.0","5020595.22","241583.83312482","0.0","0.0"
"2015","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","Italy","","","14510.0","14110.0","4976935.46","239482.988162833","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Italy","","","336672.0","336000.0","4955789.49","238465.474449042","0.0","0.0"
"2015","01","1000 100","58021900","Terry towelling and similar woven terry fabrics, of cotton, nes","Turkey","55891.0","M","42265.0","40986.0","4934657.99","237448.657010875","0.0","0.0"
"2015","01","3052 505","61099000","T-SHIRTS, SINGLETS, ETC, OF OTHER TEXTILES, NES, KNITTED OR CROCHETED","Germany","55368.0","UN","19832.0","18458.0","4901087.09","235833.273505919","0.0","0.0"
"2015","01","3052 505","64059000","-Other","Kenya","34848.0","2UN","16500.0","16200.0","4876392.28","234644.994706958","0.0","0.0"
"2015","01","1000 100","02042100","Fresh or chilled sheep carcasses and half carcasses (excl. lamb)","Saudi Arabia","","","44339.0","43637.4","4812178.86","231555.137137908","0.0","0.0"
"2015","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","India","","","9282.3","8886.3","4734769.6","227830.314695409","0.0","0.0"
"2015","01","1000 100","57019000","CARPETS AND OTHER TEXTILE FLOOR COVERINGS, OF OTHER TEXTILES, KNOTTED","Turkey","40400.0","M2","76800.0","74000.0","4727200.01","227466.076893465","0.0","0.0"
"2015","01","1071 100","44072900","--OTHER TROPICAL WOOD SPEC'D IN SUBHDG.NOTE 2 TO CH44","Sudan","6385.0","M3","2234750.0","2234750.0","4672412.62","224829.786353575","0.0","0.0"
"2015","01","3052 505","61082900","WOMEN'S OR GIRLS' BRIEFS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED","Germany","40164.0","UN","14950.0","14074.0","4670622.72","224743.658935617","0.0","0.0"
"2015","01","1071 100","06031100","--Roses","United Arab Emirates","","","66431.9","58160.06","4596423.82","221173.314406698","0.0","0.0"
"2015","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Somalia","","","376500.0","375000.0","4487329.35","215923.845154461","0.0","0.0"
"2015","01","1000 100","61071100","MEN'S OR BOYS' UNDERPANTS AND BRIEFS OF COTTON, KNITTED OR CROCHETED","Germany","33088.0","UN","16993.0","16021.0","4478278.28","215488.320662111","0.0","0.0"
"2015","01","3052 505","64039900","--Other","United States","20301.0","2UN","15509.0","10489.0","4406006.02","212010.683283611","0.0","0.0"
"2015","01","1000 100","07011000","Seed potatoes","Djibouti","","","997725.0","977732.0","4373561.97","210449.522182658","0.0","0.0"
"2015","01","1000 100","06031900","--Other cut flowers","Netherlands","","","55069.0","48519.52","4340052.45","208837.092195169","0.0","0.0"
"2015","01","1071 100","07020000","Tomatoes fresh or chilled","Somalia","","","708731.0","588335.0","4336881.93","208684.531325185","0.0","0.0"
"2015","01","1000 100","09024000","BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF >=3KG","Pakistan","","","132190.0","130600.0","4326514.98","208185.688576653","0.0","0.0"
"2015","01","1000 100","07031000","Onions and shallots, fresh or chilled","Djibouti","","","1210280.0","1195462.0","4325042.73","208114.846020595","0.0","0.0"
"2015","01","1000 100","12101000","Hop cones (excl. ground, powdered or pellets), fresh or dried","Sudan","","","142493.0","141740.0","4320375.32","207890.256953133","0.0","0.0"
"2015","01","1000 100","12011000","-SEED","Kenya","","","522897.6","522600.0","4314756.57","207619.890770859","0.0","0.0"
"2015","01","3052 505","52093900","Dyed woven cotton fabrics, with >=85% cotton, >=200g/m2, nes","Turkey","31750.0","M","32195.0","31750.0","4296798.05","206755.752574343","0.0","0.0"
"2015","01","3052 505","62063000","WOMEN'S OR GIRLS' BLOUSES, SHIRTS, ETC, OF COTTON","Germany","82425.0","UN","20370.0","19168.0","4253794.52","204686.484457704","0.0","0.0"
"2015","01","1000 100","07109000","Mixtures of vegetables, frozen","Viet Nam","","","7000.0","5950.0","4228255.93","203457.604176691","0.0","0.0"
"2015","01","1000 100","01022910","---OX","Djibouti","345.0","UN","274800.0","274800.0","4210852.8","202620.190549514","0.0","0.0"
"2015","01","1000 100","14011000","Bamboos","Sudan","","","1287000.0","1287000.0","4137681.35","199099.285439322","0.0","0.0"
