"Year","Month","CPC","HS Code","HS Description","Destination","Quantity","Unit","Gross Wt. (Kg)","Net.Wt. (Kg)","FOB Value (ETB)","FOB Value (USD)","Total tax (ETB)","Total tax (USD)"
"2016","01","1000 100","07031000","Onions and shallots, fresh or chilled","Djibouti","","","1253350.0","1240595.0","3953479.1","180168.758430858","0.0","0.0"
"2016","01","1071 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Greece","","","76800.0","76800.0","3823562.92","174248.191694921","0.0","0.0"
"2016","01","1000 100","12019000","-OTHER","Turkey","","","440880.0","440000.0","3818097.03","173999.099037515","0.0","0.0"
"2016","01","1000 100","12019000","-OTHER","China","","","190380.0","190000.0","3807877.02","173533.350650771","0.0","0.0"
"2016","01","1071 100","07082000","Beans, fresh or chilled","Netherlands","","","234400.0","205100.0","3803931.02","173353.522731416","0.0","0.0"
"2016","01","1000 100","12079990","--OTHER","Israel","","","190380.0","190000.0","3770937.03","171849.913868533","0.0","0.0"
"2016","01","1000 100","10089090","--- other cereals","China","","","190380.0","190000.0","3764505.15","171556.798917204","0.0","0.0"
"2016","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Yemen","","","312624.0","312000.0","3737390.05","170321.104032229","0.0","0.0"
"2016","01","3052 505","62063000","WOMEN'S OR GIRLS' BLOUSES, SHIRTS, ETC, OF COTTON.","Japan","103910.0","UN","13376.0","11294.0","3728583.03","169919.748714864","0.0","0.0"
"2016","01","1000 100","12011000","-SEED","Viet Nam","","","440880.0","440000.0","3707213.24","168945.880272704","0.0","0.0"
"2016","01","3052 505","61112000","-Babies' garments, etc, of cotton, knitted or crocheted","United States","801808.0","UN","40954.41","31661.78","3658171.64","166710.946443545","0.0","0.0"
"2016","01","1000 100","10089090","--- other cereals","Turkey","","","190380.0","190000.0","3649293.9","166306.368259871","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Finland","","","38880.0","38400.0","3623670.4","165138.648875278","0.0","0.0"
"2016","01","1000 100","61091000","-T-SHIRTS, SINGLETS AND OTHER VESTS, OF COTTON, KNITTED OR CROCHETED","United States","101658.0","UN","14333.69","13115.13","3595994.92","163877.416238288","0.0","0.0"
"2016","01","3052 505","61083200","--WOMEN'S OR GIRLS' PYJAMAS, ETC, OF MAN-MADE FIBRES, KNITTED OR CROCHETED","Germany","17270.0","UN","10662.0","10183.0","3563304.17","162387.626690729","0.0","0.0"
"2016","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Saudi Arabia","","","258516.0","258000.0","3554699.98","161995.514783623","0.0","0.0"
"2016","01","3052 505","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","China","","","10636.5","10544.1","3353189.47","152812.236592657","0.0","0.0"
"2016","01","1000 100","41139000","-OTHER","China","","","13627.5","13401.4","3329465.42","151731.079332094","0.0","0.0"
"2016","01","1071 100","06031900","--Other cut flowers","Japan","","","29525.1","25982.08","3295918.79","150202.285446061","0.0","0.0"
"2016","01","1000 100","22087000","Liqueurs and cordials","South Sudan","192296.0","LTR","103831.0","100327.0","3247981.91","148017.696142769","0.0","0.0"
"2016","01","1071 100","12079910","---STERALIZED NIGER SEED/NUG","United States","","","148000.0","148000.0","3201135.0","145882.779175325","0.0","0.0"
"2016","01","3052 505","62029300","--WOMAN'S OR GIRLS' ANORAKS, WIND-CHEATERS, ETC, OF MAN-MADE FIBRES","Germany","7763.0","UN","1535.0","1183.52","3145892.36","143365.250282548","0.0","0.0"
"2016","01","1000 100","12074090","--OTHER","Mexico","","","133266.0","133000.0","3113893.09","141906.973003026","0.0","0.0"
"2016","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","Italy","","","214470.8","214000.0","3082025.83","140454.711710234","0.0","0.0"
"2016","01","1071 100","06021000","UNROOTED CUTTINGS AND SLIPS","Spain","2640325.0","UN","10680.0","8010.0","3069977.49","139905.642294652","0.0","0.0"
"2016","01","3052 505","64059000","-Other","Kenya","23232.0","2UN","11000.0","10800.0","3063826.97","139625.349538809","0.0","0.0"
"2016","01","1000 100","12011000","-SEED","Kenya","","","410320.0","410000.0","3050167.42","139002.853731452","0.0","0.0"
"2016","01","1000 101","52051200","UNCOMBED SINGLE COTTON YARN, WITH >=85% COTTON, NPRS, >14MN BUT <=43MN","China","","","75131.0","72891.0","3036273.22","138369.664406285","0.0","0.0"
"2016","01","1000 100","06031900","--Other cut flowers","Netherlands","","","29393.0","25891.88","2882368.89","131355.90479055","0.0","0.0"
"2016","01","3052 505","62046300","WOMEN'S OR GIRLS' TROUSERS, BREECHES, ETC, OF SYNTHETIC FIBRES.","Germany","6296.0","UN","2699.83","2088.44","2849895.4","129876.016260163","0.0","0.0"
"2016","01","1000 100","12074090","--OTHER","Australia","","","76653.0","76000.0","2827650.47","128862.265758868","0.0","0.0"
"2016","01","1071 100","44072900","--OTHER","Sudan","3801.0","M3","1330350.0","1330350.0","2761915.37","125866.572332203","0.0","0.0"
"2016","01","1000 100","41120000","LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..","China","","","7789.8","7554.8","2761493.66","125847.354077801","0.0","0.0"
"2016","01","1000 100","09041200","Pepper, crushed or ground","Saudi Arabia","","","30676.0","29600.0","2734033.34","124595.926756353","0.0","0.0"
"2016","01","1071 100","01022910","---OX","Djibouti","213.0","UN","70590.0","70590.0","2720133.54","123962.48222684","0.0","0.0"
"2016","01","1000 100","12101000","Hop cones (excl. ground, powdered or pellets), fresh or dried","Sudan","","","85203.0","84840.0","2714524.01","123706.843577965","0.0","0.0"
"2016","01","1000 100","07133300","Dried kidney beans, incl. white pea beans, shelled","United Arab Emirates","","","187374.0","187000.0","2682558.53","122250.106183237","0.0","0.0"
"2016","01","1000 100","12079990","--OTHER","Italy","","","112600.0","112400.0","2675834.18","121943.662729228","0.0","0.0"
"2016","01","1000 100","64039900","--Other","United States","13133.0","2UN","9069.0","4207.0","2656167.09","121047.390079843","0.0","0.0"
"2016","01","1000 100","07135000","Dried broad beans and horse beans, shelled","Djibouti","","","161755.0","159653.0","2644761.12","120527.59488133","0.0","0.0"
"2016","01","1000 100","07129090","---Other vegetables","Djibouti","","","3869.0","3320.5","2477463.55","112903.475792045","0.0","0.0"
"2016","01","3052 505","52093900","--Other fabrics","Turkey","","","17204.0","16901.0","2466159.34","112388.318021073","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","United Arab Emirates","","","56016.0","55200.0","2466027.67","112382.317528893","0.0","0.0"
"2016","01","1071 100","25232100","--White cement,whether or not artificially coloured","Kenya","","","1160058.0","1160000.0","2464128.6","112295.772722301","0.0","0.0"
"2016","01","1000 100","09011100","COFFEE, NOT ROASTED OR DECAFFEINATED","Russian Federation","","","18240.0","18000.0","2457777.63","112006.345018047","0.0","0.0"
